capture_role,frequency_hz,tx_on_dbfs_per_hz,same_capture_rf_off_dbfs_per_hz,positive_tx_on_minus_off_dbfs_per_hz
physical37_wanted_223p1_223p9,223535717.773437500,-75.3547634066,-104.191989147,-75.3604433722
physical37_wanted_223p1_223p9,223535791.015625000,-75.6458750991,-104.105584932,-75.6520712659
physical37_wanted_223p1_223p9,223535864.257812500,-75.4459757073,-104.084653078,-75.4519215557
physical37_wanted_223p1_223p9,223535937.500000000,-75.7137318419,-104.079341759,-75.7200638269
physical37_wanted_223p1_223p9,223536010.742187500,-75.8777244289,-103.904436222,-75.8845707207
physical37_wanted_223p1_223p9,223536083.984375000,-75.6593672101,-104.109827964,-75.6655765962
physical37_wanted_223p1_223p9,223536157.226562500,-74.4875483642,-104.291140584,-74.4920946044
physical37_wanted_223p1_223p9,223536230.468750000,-74.5354666118,-104.196010985,-74.5401651718
physical37_wanted_223p1_223p9,223536303.710937500,-75.2564592594,-103.987748076,-75.2622795733
physical37_wanted_223p1_223p9,223536376.953125000,-75.3694410173,-103.918721058,-75.3755106129
physical37_wanted_223p1_223p9,223536450.195312500,-74.9805755367,-104.288500706,-74.9856717381
physical37_wanted_223p1_223p9,223536523.437500000,-75.3126941129,-104.430414785,-75.3180186081
physical37_wanted_223p1_223p9,223536596.679687500,-75.8294790642,-104.305319925,-75.8356522429
physical37_wanted_223p1_223p9,223536669.921875000,-75.5234180718,-103.98775233,-75.5296076397
physical37_wanted_223p1_223p9,223536743.164062500,-75.645388956,-104.001960196,-75.6517341428
physical37_wanted_223p1_223p9,223536816.406250000,-76.7469092999,-104.193815308,-76.7547343099
physical37_wanted_223p1_223p9,223536889.648437500,-75.7811040442,-104.285726959,-75.7872364178
physical37_wanted_223p1_223p9,223536962.890625000,-75.3801253295,-104.183893686,-75.3858492506
physical37_wanted_223p1_223p9,223537036.132812500,-75.3023587641,-103.849977771,-75.3084306831
physical37_wanted_223p1_223p9,223537109.375000000,-75.4983689474,-104.118448672,-75.5043403297
physical37_wanted_223p1_223p9,223537182.617187500,-75.2602002095,-104.182927476,-75.2657693736
physical37_wanted_223p1_223p9,223537255.859375000,-75.3376253662,-104.210000269,-75.3432595174
physical37_wanted_223p1_223p9,223537329.101562500,-75.9243377808,-104.159793177,-75.9308625472
physical37_wanted_223p1_223p9,223537402.343750000,-75.5395669295,-104.20323161,-75.5454786432
physical37_wanted_223p1_223p9,223537475.585937500,-74.9755381425,-104.442276878,-74.9804512478
physical37_wanted_223p1_223p9,223537548.828125000,-75.3803695017,-104.406312285,-75.3858077862
physical37_wanted_223p1_223p9,223537622.070312500,-75.4103022884,-104.492260501,-75.415670837
physical37_wanted_223p1_223p9,223537695.312500000,-75.4180862453,-104.33032365,-75.423668886
physical37_wanted_223p1_223p9,223537768.554687500,-75.5868440238,-104.167020409,-75.5928705627
physical37_wanted_223p1_223p9,223537841.796875000,-75.0798336712,-103.957622345,-75.0854607989
physical37_wanted_223p1_223p9,223537915.039062500,-75.0027219705,-103.899687688,-75.0083242894
physical37_wanted_223p1_223p9,223537988.281250000,-75.1377037564,-104.079495743,-75.1432485109
physical37_wanted_223p1_223p9,223538061.523437500,-75.4126012346,-104.245064225,-75.4182874367
physical37_wanted_223p1_223p9,223538134.765625000,-74.9527789198,-103.972467082,-74.9582250469
physical37_wanted_223p1_223p9,223538208.007812500,-74.891642737,-104.072284327,-74.8968906003
physical37_wanted_223p1_223p9,223538281.250000000,-75.8036371668,-104.11811726,-75.8100441947
physical37_wanted_223p1_223p9,223538354.492187500,-76.1178964516,-104.043634873,-76.1249039143
physical37_wanted_223p1_223p9,223538427.734375000,-75.5409172121,-104.188321616,-75.5468511164
physical37_wanted_223p1_223p9,223538500.976562500,-75.7249179031,-104.345054979,-75.7308892065
physical37_wanted_223p1_223p9,223538574.218750000,-75.5162735082,-104.547554937,-75.5217051075
physical37_wanted_223p1_223p9,223538647.460937500,-74.8943281692,-104.435978274,-74.8991572083
physical37_wanted_223p1_223p9,223538720.703125000,-74.8351079937,-104.205799016,-74.8401310302
physical37_wanted_223p1_223p9,223538793.945312500,-75.7030096757,-104.169665245,-75.7091959338
physical37_wanted_223p1_223p9,223538867.187500000,-75.7672151575,-104.004647672,-75.7737369519
physical37_wanted_223p1_223p9,223538940.429687500,-75.8155965275,-104.072886863,-75.8220885474
physical37_wanted_223p1_223p9,223539013.671875000,-75.5180264794,-104.085293546,-75.5240709713
physical37_wanted_223p1_223p9,223539086.914062500,-75.658889185,-104.15041306,-75.6650400958
physical37_wanted_223p1_223p9,223539160.156250000,-75.3620772601,-104.725225678,-75.367109033
physical37_wanted_223p1_223p9,223539233.398437500,-75.305251993,-104.512518185,-75.3104677633
physical37_wanted_223p1_223p9,223539306.640625000,-76.1200512744,-104.225263584,-76.1267748333
physical37_wanted_223p1_223p9,223539379.882812500,-76.1447251206,-104.082600195,-76.151713012
physical37_wanted_223p1_223p9,223539453.125000000,-75.226929839,-104.415415377,-75.2321682268
physical37_wanted_223p1_223p9,223539526.367187500,-75.0552909414,-103.962074388,-75.0608806018
physical37_wanted_223p1_223p9,223539599.609375000,-75.7879135389,-104.150669988,-75.7942496887
physical37_wanted_223p1_223p9,223539672.851562500,-75.2790375458,-104.452791809,-75.2842937432
physical37_wanted_223p1_223p9,223539746.093750000,-75.30102538,-104.482866171,-75.3062717936
physical37_wanted_223p1_223p9,223539819.335937500,-75.5224368536,-103.950691366,-75.5286780936
physical37_wanted_223p1_223p9,223539892.578125000,-75.2801430831,-104.053862545,-75.2859067718
physical37_wanted_223p1_223p9,223539965.820312500,-75.3572445995,-104.085204449,-75.3630693795
physical37_wanted_223p1_223p9,223540039.062500000,-75.2971193573,-104.227599674,-75.3026785818
physical37_wanted_223p1_223p9,223540112.304687500,-75.4706674334,-104.51095656,-75.4760877716
physical37_wanted_223p1_223p9,223540185.546875000,-75.8909455979,-104.677944472,-75.8966916782
physical37_wanted_223p1_223p9,223540258.789062500,-74.7381561406,-104.28470508,-74.7429797327
physical37_wanted_223p1_223p9,223540332.031250000,-74.6621903535,-104.389017357,-74.66681771
physical37_wanted_223p1_223p9,223540405.273437500,-75.1681550599,-104.570765769,-75.1731412925
physical37_wanted_223p1_223p9,223540478.515625000,-75.4769929482,-104.368368585,-75.4826024875
physical37_wanted_223p1_223p9,223540551.757812500,-75.9607957223,-103.861263805,-75.9678441114
physical37_wanted_223p1_223p9,223540625.000000000,-75.9843789454,-103.998697276,-75.9912448178
physical37_wanted_223p1_223p9,223540698.242187500,-75.2089716602,-104.330249825,-75.214291793
physical37_wanted_223p1_223p9,223540771.484375000,-75.0589594008,-104.424895189,-75.0639879434
physical37_wanted_223p1_223p9,223540844.726562500,-75.0676648407,-104.040609841,-75.0731699385
physical37_wanted_223p1_223p9,223540917.968750000,-75.5197576185,-104.090565528,-75.5257971808
physical37_wanted_223p1_223p9,223540991.210937500,-75.5741012395,-104.323439791,-75.5798973977
physical37_wanted_223p1_223p9,223541064.453125000,-75.0155721374,-104.294862636,-75.0207020709
physical37_wanted_223p1_223p9,223541137.695312500,-74.7777741236,-104.203501954,-74.7827338703
physical37_wanted_223p1_223p9,223541210.937500000,-75.4323802274,-104.227954169,-75.4381149659
physical37_wanted_223p1_223p9,223541284.179687500,-75.5130095524,-104.610303878,-75.518359165
physical37_wanted_223p1_223p9,223541357.421875000,-75.6553007521,-104.164212306,-75.6614270687
physical37_wanted_223p1_223p9,223541430.664062500,-74.9424810565,-104.071766894,-74.9477913829
physical37_wanted_223p1_223p9,223541503.906250000,-75.4318783458,-104.441126553,-75.4373375888
physical37_wanted_223p1_223p9,223541577.148437500,-75.2723689999,-104.170728439,-75.27796952
physical37_wanted_223p1_223p9,223541650.390625000,-74.9462670739,-104.283451667,-74.9513290365
physical37_wanted_223p1_223p9,223541723.632812500,-75.1547089421,-104.517202101,-75.1597414748
physical37_wanted_223p1_223p9,223541796.875000000,-74.8327573706,-104.254267692,-74.8377219389
physical37_wanted_223p1_223p9,223541870.117187500,-75.2977611538,-103.99297078,-75.3036300545
physical37_wanted_223p1_223p9,223541943.359375000,-75.3504389426,-103.917832634,-75.356483258
physical37_wanted_223p1_223p9,223542016.601562500,-75.8831029168,-104.123555259,-75.8896201746
physical37_wanted_223p1_223p9,223542089.843750000,-75.9283609206,-104.194451218,-75.9348397894
physical37_wanted_223p1_223p9,223542163.085937500,-75.4118935226,-104.220482773,-75.4176110892
physical37_wanted_223p1_223p9,223542236.328125000,-75.3341826426,-104.303012198,-75.3396929628
physical37_wanted_223p1_223p9,223542309.570312500,-75.0199268783,-104.254637313,-75.025109773
physical37_wanted_223p1_223p9,223542382.812500000,-74.8836389639,-104.346496016,-74.888556465
physical37_wanted_223p1_223p9,223542456.054687500,-75.0493796836,-104.211609031,-75.0546498565
physical37_wanted_223p1_223p9,223542529.296875000,-75.2619856996,-104.327394805,-75.2673747572
physical37_wanted_223p1_223p9,223542602.539062500,-75.7385094121,-104.526244892,-75.7442545173
physical37_wanted_223p1_223p9,223542675.781250000,-75.4267249495,-104.269601693,-75.4323975244
physical37_wanted_223p1_223p9,223542749.023437500,-75.9505577823,-104.1123869,-75.9571941918
physical37_wanted_223p1_223p9,223542822.265625000,-75.6278240747,-104.216482019,-75.6338388474
physical37_wanted_223p1_223p9,223542895.507812500,-75.7392544895,-104.143672976,-75.7455301032
physical37_wanted_223p1_223p9,223542968.750000000,-75.7464997968,-104.392147339,-75.7524361036
physical37_wanted_223p1_223p9,223543041.992187500,-75.2364539664,-104.246023046,-75.2419128058
physical37_wanted_223p1_223p9,223543115.234375000,-75.6456305325,-104.123000579,-75.6518015364
physical37_wanted_223p1_223p9,223543188.476562500,-75.1749381647,-104.374584285,-75.1801631
physical37_wanted_223p1_223p9,223543261.718750000,-75.4861466333,-104.261379529,-75.4919083125
physical37_wanted_223p1_223p9,223543334.960937500,-75.6204832174,-104.320138682,-75.6263461092
physical37_wanted_223p1_223p9,223543408.203125000,-75.2313134831,-104.255282369,-75.2367542413
physical37_wanted_223p1_223p9,223543481.445312500,-75.3224797901,-104.393931004,-75.3278613508
physical37_wanted_223p1_223p9,223543554.687500000,-75.9299489596,-104.495071818,-75.9359964386
physical37_wanted_223p1_223p9,223543627.929687500,-75.1223637544,-104.712579411,-75.1271390635
physical37_wanted_223p1_223p9,223543701.171875000,-75.0863725138,-104.569948636,-75.0912665974
physical37_wanted_223p1_223p9,223543774.414062500,-75.9539697238,-104.244157875,-75.960412716
physical37_wanted_223p1_223p9,223543847.656250000,-75.7190309333,-104.125375246,-75.7253037628
physical37_wanted_223p1_223p9,223543920.898437500,-75.3499976363,-104.06963809,-75.3558335926
physical37_wanted_223p1_223p9,223543994.140625000,-75.9247002961,-104.187963609,-75.9311833868
physical37_wanted_223p1_223p9,223544067.382812500,-75.7565981881,-104.121508279,-75.7629311943
physical37_wanted_223p1_223p9,223544140.625000000,-75.5589688618,-104.247036155,-75.5648474289
physical37_wanted_223p1_223p9,223544213.867187500,-75.0889021121,-104.180290043,-75.0942590096
physical37_wanted_223p1_223p9,223544287.109375000,-74.8062035859,-104.320867417,-74.8110627422
physical37_wanted_223p1_223p9,223544360.351562500,-75.396151832,-104.400702858,-75.4016169864
physical37_wanted_223p1_223p9,223544433.593750000,-75.2981064203,-104.250869134,-75.3036371769
physical37_wanted_223p1_223p9,223544506.835937500,-75.510366679,-104.169253188,-75.5162849049
physical37_wanted_223p1_223p9,223544580.078125000,-74.9170266372,-104.204870027,-74.9221464719
physical37_wanted_223p1_223p9,223544653.320312500,-75.2439938168,-104.282659928,-75.2494161824
physical37_wanted_223p1_223p9,223544726.562500000,-76.0521847008,-104.018147807,-76.0591275078
physical37_wanted_223p1_223p9,223544799.804687500,-76.3970136166,-103.883670666,-76.4047672673
physical37_wanted_223p1_223p9,223544873.046875000,-75.5373104179,-104.268851841,-75.5431303931
physical37_wanted_223p1_223p9,223544946.289062500,-75.2878982144,-104.175711233,-75.2935123601
physical37_wanted_223p1_223p9,223545019.531250000,-75.6353231536,-103.858778855,-75.6418659866
physical37_wanted_223p1_223p9,223545092.773437500,-76.3770230678,-103.871705428,-76.384762391
physical37_wanted_223p1_223p9,223545166.015625000,-75.8049909166,-104.137094339,-75.8113719789
physical37_wanted_223p1_223p9,223545239.257812500,-75.1188823991,-104.110131777,-75.1243643285
physical37_wanted_223p1_223p9,223545312.500000000,-75.2511837673,-104.236692253,-75.2566729526
physical37_wanted_223p1_223p9,223545385.742187500,-75.1847557459,-104.15569826,-75.1902633842
physical37_wanted_223p1_223p9,223545458.984375000,-75.4033947999,-104.368804301,-75.408909464
physical37_wanted_223p1_223p9,223545532.226562500,-76.0875099252,-104.500653593,-76.0937729345
physical37_wanted_223p1_223p9,223545605.468750000,-76.0542950489,-104.096619217,-76.0611167539
physical37_wanted_223p1_223p9,223545678.710937500,-75.5850416946,-103.916722524,-75.5914233783
physical37_wanted_223p1_223p9,223545751.953125000,-75.2422528919,-104.388804162,-75.2475421361
physical37_wanted_223p1_223p9,223545825.195312500,-75.4318034462,-104.205838555,-75.4375667158
physical37_wanted_223p1_223p9,223545898.437500000,-75.4313558485,-104.084239762,-75.4372822655
physical37_wanted_223p1_223p9,223545971.679687500,-75.2792063339,-104.210452069,-75.2847645781
physical37_wanted_223p1_223p9,223546044.921875000,-75.5422159855,-104.012593403,-75.5483969405
physical37_wanted_223p1_223p9,223546118.164062500,-75.5809808834,-103.877938161,-75.5874138337
physical37_wanted_223p1_223p9,223546191.406250000,-75.6887336194,-104.046351267,-75.6950772764
physical37_wanted_223p1_223p9,223546264.648437500,-75.6184231026,-104.036292556,-75.6246792956
physical37_wanted_223p1_223p9,223546337.890625000,-75.289635067,-104.10272207,-75.2953467114
physical37_wanted_223p1_223p9,223546411.132812500,-75.9461744255,-104.036261325,-75.95292146
physical37_wanted_223p1_223p9,223546484.375000000,-75.4296003015,-104.061302762,-75.4355557134
physical37_wanted_223p1_223p9,223546557.617187500,-75.2145580464,-104.199324893,-75.2200481698
physical37_wanted_223p1_223p9,223546630.859375000,-75.3606107134,-104.181353907,-75.366312291
physical37_wanted_223p1_223p9,223546704.101562500,-75.5972293284,-104.041660173,-75.603447348
physical37_wanted_223p1_223p9,223546777.343750000,-75.5360916047,-104.32667465,-75.5418329418
physical37_wanted_223p1_223p9,223546850.585937500,-75.4058605864,-104.393498987,-75.4113470786
physical37_wanted_223p1_223p9,223546923.828125000,-75.6940629508,-104.186440674,-75.7002126517
physical37_wanted_223p1_223p9,223546997.070312500,-75.7325950984,-103.865180422,-75.7392763804
physical37_wanted_223p1_223p9,223547070.312500000,-75.7371931398,-104.243849285,-75.743322641
physical37_wanted_223p1_223p9,223547143.554687500,-75.3192756656,-104.235324918,-75.3248534053
physical37_wanted_223p1_223p9,223547216.796875000,-75.1496611331,-104.437246396,-75.1547812723
physical37_wanted_223p1_223p9,223547290.039062500,-75.4629170847,-104.72110856,-75.468072016
physical37_wanted_223p1_223p9,223547363.281250000,-75.4491971166,-104.011076023,-75.4552491175
physical37_wanted_223p1_223p9,223547436.523437500,-75.0548846178,-103.799853211,-75.0606866151
physical37_wanted_223p1_223p9,223547509.765625000,-74.810628932,-104.007590134,-74.8158571005
physical37_wanted_223p1_223p9,223547583.007812500,-75.1628132952,-104.222215965,-75.1682098158
physical37_wanted_223p1_223p9,223547656.250000000,-75.2220155376,-103.954943987,-75.2278336531
physical37_wanted_223p1_223p9,223547729.492187500,-75.6648871133,-104.201393956,-75.6709745991
physical37_wanted_223p1_223p9,223547802.734375000,-75.4799131594,-104.039337148,-75.4859685847
physical37_wanted_223p1_223p9,223547875.976562500,-75.617155991,-104.091596236,-75.6233311622
physical37_wanted_223p1_223p9,223547949.218750000,-75.8354649749,-104.398260298,-75.841515698
physical37_wanted_223p1_223p9,223548022.460937500,-75.3529577068,-104.194794326,-75.3586316413
physical37_wanted_223p1_223p9,223548095.703125000,-74.8956523152,-104.179940433,-74.9007763454
physical37_wanted_223p1_223p9,223548168.945312500,-75.1383959859,-104.01705864,-75.1440219805
physical37_wanted_223p1_223p9,223548242.187500000,-75.7239836273,-104.074606552,-75.730337517
physical37_wanted_223p1_223p9,223548315.429687500,-75.5695325233,-104.330076849,-75.5753137354
physical37_wanted_223p1_223p9,223548388.671875000,-75.1713442445,-104.412061753,-75.176519971
physical37_wanted_223p1_223p9,223548461.914062500,-74.9100206086,-104.230122291,-74.9151025332
physical37_wanted_223p1_223p9,223548535.156250000,-75.202499115,-104.310159128,-75.2078359666
physical37_wanted_223p1_223p9,223548608.398437500,-75.8337454717,-103.973330216,-75.840415986
physical37_wanted_223p1_223p9,223548681.640625000,-75.5565874043,-103.919251426,-75.562923689
physical37_wanted_223p1_223p9,223548754.882812500,-75.8025176794,-104.057865503,-75.8090126058
